strain	date	clade_membership	country	geoloc_9cat	region	sequenced_by_2cat	virus	accession	division	CLF_A_EXPOSURE	CONF_A_EXPOSURE
MT461634	2020-04-03	20C	USA	North America	North America	External	ncov		Idaho		
MA_MGH_00489	2020-03-27	20C	USA	MA	North America	Broad	ncov		Massachusetts		
MT385427	2020-04-08	20C	USA	North America	North America	External	ncov		California		
MT385433	2020-04-08	20C	USA	North America	North America	External	ncov		California		
MA_MGH_00032	2020-03-25	20C	USA	MA	North America	Broad	ncov		Massachusetts		
MT358722	2020-03-27	20C	USA	WA	North America	External	ncov		Washington		
MT326191	2020-03-18	20C	USA	North America	North America	External	ncov				
MT263392	2020-03-24	20C	USA	WA	North America	External	ncov		Washington		
MT263445	2020-03-24	20C	USA	WA	North America	External	ncov		Washington		
MT293196	2020-03-19	20C	USA	WA	North America	External	ncov		Washington		
MT293224	2020-03-18	20C	USA	WA	North America	External	ncov		Washington		
MT461608	2020-03-29	20C	USA	WA	North America	External	ncov		Washington		
MT461619	2020-04-01	20C	USA	North America	North America	External	ncov				
MT461603	2020-03-29	20C	USA	North America	North America	External	ncov				
MT461607	2020-03-29	20C	USA	WA	North America	External	ncov		Washington		
MT461611	2020-03-29	20C	USA	WA	North America	External	ncov		Washington		
MT461618	2020-04-01	20C	USA	North America	North America	External	ncov				
MT461620	2020-03-31	20C	USA	WA	North America	External	ncov		Washington		
MT461628	2020-03-30	20C	USA	North America	North America	External	ncov		Idaho		
MT358744	2020-04-01	20C	USA	WA	North America	External	ncov		Washington		
MT358741	2020-03-29	20C	USA	WA	North America	External	ncov		Washington		
MT358736	2020-03-29	20C	USA	WA	North America	External	ncov		Washington		
MT252779	2020-03-11	20C	USA	WA	North America	External	ncov		Washington		
MT326092	2020-03-22	20C	USA	North America	North America	External	ncov				
MT326139	2020-03-20	20C	USA	North America	North America	External	ncov				
MT263436	2020-03-24	20C	USA	WA	North America	External	ncov		Washington		
MT345859	2020-03-25	20C	USA	WA	North America	External	ncov		Washington		
MT259286	2020-03-15	20C	USA	WA	North America	External	ncov		Washington		
MT375437	2020-03-31	20C	USA	WA	North America	External	ncov		Washington		
MT246450	2020-03-13	20C	USA	WA	North America	External	ncov		Washington		
MT252697	2020-03-13	20C	USA	WA	North America	External	ncov		Washington		
MT293193	2020-03-27	20C	USA	WA	North America	External	ncov		Washington		
MT293165	2020-03-17	20C	USA	WA	North America	External	ncov		Washington		
MT251973	2020-03-14	20C	USA	WA	North America	External	ncov		Washington		
MT259278	2020-03-15	20C	USA	WA	North America	External	ncov		Washington		
MT326163	2020-03-21	20C	USA	North America	North America	External	ncov				
MT263467	2020-03-16	20C	USA	WA	North America	External	ncov		Washington		
MT345844	2020-03-24	20C	USA	WA	North America	External	ncov		Washington		
MT326185	2020-03-17	20C	USA	North America	North America	External	ncov				
MT412263	2020-04-05	20C	USA	WA	North America	External	ncov		Washington		
MT412268	2020-04-08	20C	USA	WA	North America	External	ncov		Washington		
MT375482	2020-04-02	20C	USA	WA	North America	External	ncov		Washington		
MT358646	2020-03-31	20C	USA	WA	North America	External	ncov		Washington		
MT358689	2020-03-26	20C	USA	WA	North America	External	ncov		Washington		
MT263465	2020-03-16	20C	USA	WA	North America	External	ncov		Washington		
MT358681	2020-03-26	20C	USA	WA	North America	External	ncov		Washington		
MT412262	2020-04-05	20C	USA	WA	North America	External	ncov		Washington		
MT358657	2020-03-31	20C	USA	WA	North America	External	ncov		Washington		
MT461640	2020-04-03	20C	USA	WA	North America	External	ncov		Washington		
MT461647	2020-04-03	20C	USA	WA	North America	External	ncov		Washington		
MT358658	2020-03-31	20C	USA	WA	North America	External	ncov		Washington		
MT246487	2020-03-15	20C	USA	WA	North America	External	ncov		Washington		
MT375479	2020-04-02	20C	USA	WA	North America	External	ncov		Washington		
MT375466	2020-04-07	20C	USA	WA	North America	External	ncov		Washington		
MT345827	2020-03-25	20C	USA	WA	North America	External	ncov		Washington		
MT375470	2020-04-06	20C	USA	North America	North America	External	ncov		Connecticut		
MT259251	2020-03-14	20C	USA	WA	North America	External	ncov		Washington		
MT461646	2020-04-03	20C	USA	WA	North America	External	ncov		Washington		
MT412286	2020-04-07	20C	USA	WA	North America	External	ncov		Washington		
MT358725	2020-03-27	20C	USA	WA	North America	External	ncov		Washington		
MT358659	2020-03-31	20C	USA	WA	North America	External	ncov		Washington		
MT461627	2020-03-31	20C	USA	WA	North America	External	ncov		Washington		
MT326069	2020-03-24	20C	USA	North America	North America	External	ncov				
MT358660	2020-03-31	20C	USA	WA	North America	External	ncov		Washington		
MT252678	2020-03-10	20C	USA	WA	North America	External	ncov		Washington		
MT412300	2020-03-30	20C	USA	WA	North America	External	ncov		Washington		
MT259261	2020-03-16	20C	USA	WA	North America	External	ncov		Washington		
MT326129	2020-03-20	20C	USA	North America	North America	External	ncov				
MT326068	2020-03-24	20C	USA	North America	North America	External	ncov				
MT375480	2020-04-02	20C	USA	WA	North America	External	ncov		Washington		
MT259260	2020-03-16	20C	USA	WA	North America	External	ncov		Washington		
MT358645	2020-03-31	20C	USA	WA	North America	External	ncov		Washington		
MT358747	2020-03-31	20C	USA	WA	North America	External	ncov		Washington		
MT412259	2020-04-05	20C	USA	WA	North America	External	ncov		Washington		
MT461639	2020-04-05	20C	USA	WA	North America	External	ncov		Washington		
MT345881	2020-03-30	20C	USA	WA	North America	External	ncov		Washington		
MT375478	2020-04-02	20C	USA	WA	North America	External	ncov		Washington		
MT326066	2020-03-24	20C	USA	North America	North America	External	ncov				
MT326067	2020-03-24	20C	USA	North America	North America	External	ncov				
MT326065	2020-03-24	20C	USA	North America	North America	External	ncov				
MT461630	2020-03-31	20C	USA	WA	North America	External	ncov		Washington		
MT345806	2020-03-25	20C	USA	WA	North America	External	ncov		Washington		
MT358685	2020-03-26	20C	USA	WA	North America	External	ncov		Washington		
MT326132	2020-03-20	20C	USA	North America	North America	External	ncov				
MT375445	2020-03-29	20C	USA	WA	North America	External	ncov		Washington		
MT345870	2020-03-30	20C	USA	North America	North America	External	ncov		Connecticut		
MT345834	2020-03-26	20C	USA	WA	North America	External	ncov		Washington		
MT326120	2020-03-21	20C	USA	North America	North America	External	ncov				
MT461668	2020-04-02	20C	USA	North America	North America	External	ncov		Connecticut		
MT293189	2020-03-18	20C	USA	WA	North America	External	ncov		Washington		
MT412245	2020-03-11	20C	USA	North America	North America	External	ncov				
MT263439	2020-03-24	20C	USA	WA	North America	External	ncov		Washington		
MT461667	2020-04-03	20C	USA	North America	North America	External	ncov		Connecticut		
MT358733	2020-03-29	20C	USA	WA	North America	External	ncov		Washington		
MT358653	2020-03-31	20C	USA	North America	North America	External	ncov		Connecticut		
MT358666	2020-03-31	20C	USA	WA	North America	External	ncov		Washington		
MT412329	2020-04-01	20C	USA	North America	North America	External	ncov		Connecticut		
MT358663	2020-03-31	20C	USA	WA	North America	External	ncov		Washington		
MT358748	2020-03-31	20C	USA	WA	North America	External	ncov		Washington		
MT412278	2020-04-06	20C	USA	North America	North America	External	ncov		Connecticut		
MT412318	2020-04-01	20C	USA	North America	North America	External	ncov		Connecticut		
MT412277	2020-04-07	20C	USA	WA	North America	External	ncov		Washington		
MT358644	2020-04-01	20C	USA	WA	North America	External	ncov		Washington		
MT358667	2020-03-30	20C	USA	WA	North America	External	ncov		Washington		
MT358662	2020-03-31	20C	USA	WA	North America	External	ncov		Washington		
MT358668	2020-03-31	20C	USA	WA	North America	External	ncov		Washington		
MT293178	2020-03-26	20C	USA	WA	North America	External	ncov		Washington		
MT293212	2020-03-19	20C	USA	WA	North America	External	ncov		Washington		
MT293172	2020-03-17	20C	USA	WA	North America	External	ncov		Washington		
MT326106	2020-03-22	20C	USA	North America	North America	External	ncov				
MT358730	2020-03-29	20C	USA	WA	North America	External	ncov		Washington		
MT358739	2020-03-29	20C	USA	WA	North America	External	ncov		Washington		
MT326167	2020-03-21	20C	USA	North America	North America	External	ncov				
MT251976	2020-03-14	20C	USA	WA	North America	External	ncov		Washington		
MT461660	2020-04-05	20C	USA	WA	North America	External	ncov		Washington		
MT345805	2020-03-23	20C	USA	WA	North America	External	ncov		Washington		
MT326063	2020-03-24	20C	USA	North America	North America	External	ncov				
MT326027	2020-03-24	20C	USA	North America	North America	External	ncov				
MT326154	2020-03-21	20C	USA	North America	North America	External	ncov				
MT326133	2020-03-20	20C	USA	North America	North America	External	ncov				
MT412254	2020-04-02	20C	USA	North America	North America	External	ncov				
MT412325	2020-04-01	20C	USA	WA	North America	External	ncov		Washington		
MT412270	2020-04-06	20C	USA	WA	North America	External	ncov		Washington		
MT293162	2020-03-16	20C	USA	WA	North America	External	ncov		Washington		
MT326095	2020-03-22	20C	USA	North America	North America	External	ncov				
MT326171	2020-03-21	20C	USA	North America	North America	External	ncov				
MT326118	2020-03-21	20C	USA	North America	North America	External	ncov				
MT326056	2020-03-24	20C	USA	North America	North America	External	ncov				
MT252682	2020-03-10	20C	USA	WA	North America	External	ncov		Washington		
MT326023	2020-03-24	20C	USA	North America	North America	External	ncov				
MT293176	2020-03-17	20C	USA	WA	North America	External	ncov		Washington		
MT293204	2020-03-18	20C	USA	WA	North America	External	ncov		Washington		
MT263413	2020-03-16	20C	USA	WA	North America	External	ncov		Washington		
MT259273	2020-03-15	20C	USA	WA	North America	External	ncov		Washington		
MT326137	2020-03-19	20C	USA	North America	North America	External	ncov				
MT412332	2020-04-03	20C	USA	WA	North America	External	ncov		Washington		
MT345865	2020-03-25	20C	USA	WA	North America	External	ncov		Washington		
MT326127	2020-03-20	20C	USA	North America	North America	External	ncov				
MT326087	2020-03-23	20C	USA	North America	North America	External	ncov				
MT246467	2020-03-14	20C	USA	WA	North America	External	ncov		Washington		
MT293201	2020-03-19	20C	USA	WA	North America	External	ncov		Washington		
MT326096	2020-03-22	20C	USA	North America	North America	External	ncov				
MT412330	2020-04-01	20C	USA	North America	North America	External	ncov		Connecticut		
MT326049	2020-03-23	20C	USA	North America	North America	External	ncov				
MT326140	2020-03-20	20C	USA	North America	North America	External	ncov				
MT345846	2020-03-24	20C	USA	WA	North America	External	ncov		Washington		
MT293205	2020-03-19	20C	USA	WA	North America	External	ncov		Washington		
MT370834	2020-03-18	20C	USA	NY	North America	External	ncov		New York		
MT358673	2020-03-30	20C	USA	North America	North America	External	ncov		Connecticut		
MT375471	2020-04-06	20C	USA	North America	North America	External	ncov		Connecticut		
MT461666	2020-04-02	20C	USA	North America	North America	External	ncov		Connecticut		
MT259256	2020-03-13	20C	USA	WA	North America	External	ncov		Washington		
MT293182	2020-03-18	20C	USA	WA	North America	External	ncov		Washington		
MT293220	2020-03-18	20C	USA	WA	North America	External	ncov		Washington		
MT246484	2020-03-15	20C	USA	WA	North America	External	ncov		Washington		
MT345866	2020-03-23	20C	USA	North America	North America	External	ncov		Idaho		
MT252741	2020-03-12	20C	USA	WA	North America	External	ncov		Washington		
MT412304	2020-03-27	20C	USA	North America	North America	External	ncov		Idaho		
MT412236	2020-03-12	20C	USA	WA	North America	External	ncov		Washington		
MT412297	2020-03-30	20C	USA	North America	North America	External	ncov		Idaho		
MT345802	2020-03-21	20C	USA	North America	North America	External	ncov				
MT259244	2020-03-16	20C	USA	WA	North America	External	ncov		Washington		
MT345817	2020-03-24	20C	USA	North America	North America	External	ncov		Idaho		
MT259277	2020-03-15	20C	USA	WA	North America	External	ncov		Washington		
MT345858	2020-03-23	20C	USA	North America	North America	External	ncov		Idaho		
MT326074	2020-03-20	20C	USA	North America	North America	External	ncov				
MT326071	2020-03-22	20C	USA	North America	North America	External	ncov				
MT326075	2020-03-20	20C	USA	North America	North America	External	ncov				
MT326061	2020-03-23	20C	USA	North America	North America	External	ncov				
MT293195	2020-03-28	20C	USA	WA	North America	External	ncov		Washington		
MT412319	2020-04-01	20C	USA	North America	North America	External	ncov		Connecticut		
MT259264	2020-03-13	20C	USA	WA	North America	External	ncov		Washington		
MT461651	2020-04-04	20C	USA	WA	North America	External	ncov		Washington		
MT345830	2020-03-25	20C	USA	WA	North America	External	ncov		Washington		
MT326070	2020-03-24	20C	USA	North America	North America	External	ncov				
MT345826	2020-03-25	20C	USA	WA	North America	External	ncov		Washington		
MT326078	2020-03-24	20C	USA	North America	North America	External	ncov				
MT326113	2020-03-20	20C	USA	North America	North America	External	ncov				
MT326162	2020-03-21	20C	USA	North America	North America	External	ncov				
MT345854	2020-03-25	20C	USA	WA	North America	External	ncov		Washington		
MT326048	2020-03-23	20C	USA	North America	North America	External	ncov				
MT412298	2020-03-31	20C	USA	WA	North America	External	ncov		Washington		
MT358699	2020-03-26	20C	USA	WA	North America	External	ncov		Washington		
MT461652	2020-04-04	20C	USA	WA	North America	External	ncov		Washington		
MT375462	2020-04-06	20C	USA	WA	North America	External	ncov		Washington		
MT345843	2020-03-24	20C	USA	WA	North America	External	ncov		Washington		
MT358647	2020-03-31	20C	USA	WA	North America	External	ncov		Washington		
MT419811	2020-03-23	20C	Puerto Rico	North America	North America	External	ncov				
MT419819	2020-03-24	20C	Puerto Rico	North America	North America	External	ncov				
MT293214	2020-03-19	20C	USA	WA	North America	External	ncov		Washington		
MT326178	2020-03-19	20C	USA	North America	North America	External	ncov				
MT385435	2020-04-08	20C	USA	North America	North America	External	ncov		California		
MT370915	2020-03-13	20C	USA	NY	North America	External	ncov		New York		
MT385447	2020-03-31	20C	USA	North America	North America	External	ncov		California		
MT451455	2020-03-28	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT444526	2020-03-15	20C	USA	North America	North America	External	ncov				
MT444589	2020-04-05	20C	USA	North America	North America	External	ncov				
MT444617	2020-04-15	20C	USA	North America	North America	External	ncov				
MT444626	2020-04-15	20C	USA	North America	North America	External	ncov				
MT325596	2020-03-04	20C	USA	North America	North America	External	ncov		New Jersey		
MT304486	2020-03-02	20C	USA	NY	North America	External	ncov		New York		
MT451236	2020-03-20	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT412178	2020-03-20	20C	USA	North America	North America	External	ncov		Michigan		
MT370925	2020-03-20	20C	USA	NY	North America	External	ncov		New York		
MT370995	2020-03-20	20C	USA	NY	North America	External	ncov		New York		
MT334547	2020-03-19	20C	USA	North America	North America	External	ncov		Utah		
MT451005	2020-03-16	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT444530	2020-03-15	20C	USA	North America	North America	External	ncov				
MT434817	2020-03-19	20C	USA	NY	North America	External	ncov		New York		
MT434799	2020-03-09	20C	USA	NY	North America	External	ncov		New York		
MT434802	2020-03-13	20C	USA	NY	North America	External	ncov		New York		
MT434816	2020-03-08	20C	USA	NY	North America	External	ncov		New York		
MT434815	2020-03-09	20C	USA	NY	North America	External	ncov		New York		
MT434788	2020-03-09	20C	USA	NY	North America	External	ncov		New York		
MT434801	2020-03-09	20C	USA	NY	North America	External	ncov		New York		
MT434806	2020-03-10	20C	USA	NY	North America	External	ncov		New York		
MT434795	2020-03-09	20C	USA	NY	North America	External	ncov		New York		
MT434811	2020-03-17	20C	USA	NY	North America	External	ncov		New York		
MT434794	2020-03-08	20C	USA	NY	North America	External	ncov		New York		
MT434791	2020-03-17	20C	USA	NY	North America	External	ncov		New York		
MT434804	2020-03-17	20C	USA	NY	North America	External	ncov		New York		
MT434810	2020-03-18	20C	USA	NY	North America	External	ncov		New York		
MT434812	2020-03-19	20C	USA	NY	North America	External	ncov		New York		
MT434790	2020-03-17	20C	USA	NY	North America	External	ncov		New York		
MT380731	2020-03-20	20C	USA	North America	North America	External	ncov				
MT325610	2020-03-07	20C	USA	North America	North America	External	ncov		Utah		
MT326119	2020-03-20	20C	USA	North America	North America	External	ncov				
MT334537	2020-03-13	20C	USA	North America	North America	External	ncov		Utah		
MT334525	2020-03-07	20C	USA	North America	North America	External	ncov		Utah		
MT334526	2020-03-07	20C	USA	North America	North America	External	ncov		Utah		
MT370894	2020-03-17	20C	USA	NY	North America	External	ncov		New York		
MT451446	2020-03-28	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT451637	2020-03-31	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT451367	2020-03-24	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MA_MGH_00678	2020-03-22	20C	USA	MA	North America	Broad	ncov		Massachusetts		
MA_MGH_00604	2020-03-28	20C	USA	MA	North America	Broad	ncov		Massachusetts		
MT385415	2020-03-28	20C	USA	North America	North America	External	ncov		California		
MT451238	2020-03-20	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MA_MGH_00190	2020-03-26	20C	USA	MA	North America	Broad	ncov		Massachusetts		
MT370960	2020-03-18	20C	USA	NY	North America	External	ncov		New York		
MA_MGH_00084	2020-03-23	20C	USA	MA	North America	Broad	ncov		Massachusetts		
MT451377	2020-03-23	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT370972	2020-03-20	20C	USA	NY	North America	External	ncov		New York		
MT385442	2020-04-03	20C	USA	North America	North America	External	ncov		California		
MT451279	2020-03-24	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT451381	2020-03-25	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT371027	2020-03-20	20C	USA	NY	North America	External	ncov		New York		
MT385475	2020-04-03	20C	USA	North America	North America	External	ncov		California		
MT385422	2020-03-28	20C	USA	North America	North America	External	ncov		California		
MT370947	2020-03-21	20C	USA	NY	North America	External	ncov		New York		
MT258381	2020-03-18	20C	USA	North America	North America	External	ncov		California		
MT263431	2020-03-24	20C	USA	WA	North America	External	ncov		Washington		
MT293175	2020-03-30	20C	USA	WA	North America	External	ncov		Washington		
MT371012	2020-03-19	20C	USA	NY	North America	External	ncov		New York		
MT412155	2020-03-17	20C	USA	North America	North America	External	ncov		Michigan		
MT419817	2020-03-23	20C	Puerto Rico	North America	North America	External	ncov				
MA_MGH_00150	2020-03-26	20C	USA	MA	North America	Broad	ncov		Massachusetts		
MT434782	2020-03-05	20C	USA	NY	North America	External	ncov		New York		
MA_MGH_00183	2020-03-27	20C	USA	MA	North America	Broad	ncov		Massachusetts		
MT370850	2020-03-17	20C	USA	NY	North America	External	ncov		New York		
MT451385	2020-03-25	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT370831	2020-03-18	20C	USA	NY	North America	External	ncov		New York		
MT370989	2020-03-19	20C	USA	NY	North America	External	ncov		New York		
MT370862	2020-03-16	20C	USA	NY	North America	External	ncov		New York		
MT370871	2020-03-17	20C	USA	NY	North America	External	ncov		New York		
MT370956	2020-03-19	20C	USA	NY	North America	External	ncov		New York		
MT371004	2020-03-20	20C	USA	NY	North America	External	ncov		New York		
MT345873	2020-03-30	20C	USA	North America	North America	External	ncov		Connecticut		
MT412276	2020-04-05	20C	USA	North America	North America	External	ncov		Connecticut		
MT434809	2020-03-19	20C	USA	NY	North America	External	ncov		New York		
MT419818	2020-03-23	20C	Puerto Rico	North America	North America	External	ncov				
MT370977	2020-03-21	20C	USA	NY	North America	External	ncov		New York		
MT370882	2020-03-18	20C	USA	NY	North America	External	ncov		New York		
MT370868	2020-03-17	20C	USA	NY	North America	External	ncov		New York		
MT370833	2020-03-18	20C	USA	NY	North America	External	ncov		New York		
MT370860	2020-03-18	20C	USA	NY	North America	External	ncov		New York		
MT434808	2020-03-19	20C	USA	NY	North America	External	ncov		New York		
MT434803	2020-03-17	20C	USA	NY	North America	External	ncov		New York		
MT434798	2020-03-09	20C	USA	NY	North America	External	ncov		New York		
MT434793	2020-03-09	20C	USA	NY	North America	External	ncov		New York		
MT434805	2020-03-10	20C	USA	NY	North America	External	ncov		New York		
MT370988	2020-03-20	20C	USA	NY	North America	External	ncov		New York		
MT371035	2020-03-21	20C	USA	NY	North America	External	ncov		New York		
MT370854	2020-03-14	20C	USA	NY	North America	External	ncov		New York		
MT460133	2020-04-30	20C	USA	North America	North America	External	ncov		California		
MT370878	2020-03-16	20C	USA	NY	North America	External	ncov		New York		
MT370874	2020-03-15	20C	USA	NY	North America	External	ncov		New York		
MT370875	2020-03-18	20C	USA	NY	North America	External	ncov		New York		
MT370898	2020-03-18	20C	USA	NY	North America	External	ncov		New York		
MT370837	2020-03-18	20C	USA	NY	North America	External	ncov		New York		
MT370928	2020-03-19	20C	USA	NY	North America	External	ncov		New York		
MT370959	2020-03-21	20C	USA	NY	North America	External	ncov		New York		
MT370951	2020-03-19	20C	USA	NY	North America	External	ncov		New York		
MT370870	2020-03-18	20C	USA	NY	North America	External	ncov		New York		
MT434792	2020-03-17	20C	USA	NY	North America	External	ncov		New York		
MT371000	2020-03-21	20C	USA	NY	North America	External	ncov		New York		
MT371034	2020-03-22	20C	USA	NY	North America	External	ncov		New York		
MT371023	2020-03-21	20C	USA	NY	North America	External	ncov		New York		
MT370969	2020-03-21	20C	USA	NY	North America	External	ncov		New York		
MT370998	2020-03-19	20C	USA	NY	North America	External	ncov		New York		
MT370993	2020-03-19	20C	USA	NY	North America	External	ncov		New York		
MT370997	2020-03-19	20C	USA	NY	North America	External	ncov		New York		
MT370942	2020-03-19	20C	USA	NY	North America	External	ncov		New York		
MT345847	2020-03-24	20C	USA	WA	North America	External	ncov		Washington		
MT375467	2020-04-07	20C	USA	WA	North America	External	ncov		Washington		
MT375455	2020-03-28	20C	USA	WA	North America	External	ncov		Washington		
MT263391	2020-03-16	20C	USA	WA	North America	External	ncov		Washington		
MT345818	2020-03-25	20C	USA	WA	North America	External	ncov		Washington		
MT252695	2020-03-10	20C	USA	WA	North America	External	ncov		Washington		
MT345848	2020-03-24	20C	USA	WA	North America	External	ncov		Washington		
MT326128	2020-03-20	20C	USA	North America	North America	External	ncov				
MT293223	2020-03-18	20C	USA	WA	North America	External	ncov		Washington		
MT345860	2020-03-25	20C	USA	WA	North America	External	ncov		Washington		
MT461642	2020-04-04	20C	USA	WA	North America	External	ncov		Washington		
MT461614	2020-04-01	20C	USA	WA	North America	External	ncov		Washington		
MT263393	2020-03-14	20C	USA	WA	North America	External	ncov		Washington		
MT326160	2020-03-21	20C	USA	North America	North America	External	ncov				
MT252729	2020-03-13	20C	USA	WA	North America	External	ncov		Washington		
MT375432	2020-03-30	20C	USA	WA	North America	External	ncov		Washington		
MT358715	2020-03-27	20C	USA	WA	North America	External	ncov		Washington		
MT358708	2020-03-27	20C	USA	WA	North America	External	ncov		Washington		
MT412326	2020-04-02	20C	USA	WA	North America	External	ncov		Washington		
MT252705	2020-03-13	20C	USA	WA	North America	External	ncov		Washington		
MT412334	2020-04-03	20C	USA	WA	North America	External	ncov		Washington		
MT412226	2020-04-01	20C	USA	WA	North America	External	ncov		Washington		
MT252794	2020-03-10	20C	USA	WA	North America	External	ncov		Washington		
MT293164	2020-03-17	20C	USA	WA	North America	External	ncov		Washington		
MT293191	2020-03-17	20C	USA	WA	North America	External	ncov		Washington		
MT345799	2020-03-23	20C	USA	WA	North America	External	ncov		Washington		
MT293217	2020-03-17	20C	USA	WA	North America	External	ncov		Washington		
MT252706	2020-03-13	20C	USA	WA	North America	External	ncov		Washington		
MT412232	2020-04-01	20C	USA	WA	North America	External	ncov		Washington		
MT375481	2020-04-02	20C	USA	WA	North America	External	ncov		Washington		
MT375464	2020-04-08	20C	USA	WA	North America	External	ncov		Washington		
MT358688	2020-03-26	20C	USA	WA	North America	External	ncov		Washington		
MT263446	2020-03-24	20C	USA	WA	North America	External	ncov		Washington		
MT375444	2020-03-29	20C	USA	WA	North America	External	ncov		Washington		
MT326136	2020-03-19	20C	USA	North America	North America	External	ncov				
MT326125	2020-03-20	20C	USA	North America	North America	External	ncov				
MT345861	2020-03-25	20C	USA	WA	North America	External	ncov		Washington		
MT345852	2020-03-25	20C	USA	WA	North America	External	ncov		Washington		
MT263417	2020-03-24	20C	USA	WA	North America	External	ncov		Washington		
MT345814	2020-03-24	20C	USA	WA	North America	External	ncov		Washington		
MT252774	2020-03-11	20C	USA	WA	North America	External	ncov		Washington		
MT263437	2020-03-14	20C	USA	WA	North America	External	ncov		Washington		
MT251979	2020-03-14	20C	USA	WA	North America	External	ncov		Washington		
MT252733	2020-03-13	20C	USA	WA	North America	External	ncov		Washington		
MT263394	2020-03-14	20C	USA	WA	North America	External	ncov		Washington		
MT252711	2020-03-14	20C	USA	WA	North America	External	ncov		Washington		
MT246449	2020-03-13	20C	USA	WA	North America	External	ncov		Washington		
MT293174	2020-03-27	20C	USA	WA	North America	External	ncov		Washington		
MT326130	2020-03-20	20C	USA	North America	North America	External	ncov				
MT326122	2020-03-20	20C	USA	North America	North America	External	ncov				
MT326064	2020-03-23	20C	USA	North America	North America	External	ncov				
MT326077	2020-03-24	20C	USA	North America	North America	External	ncov				
MT412333	2020-04-03	20C	USA	WA	North America	External	ncov		Washington		
MT326170	2020-03-21	20C	USA	North America	North America	External	ncov				
MT358680	2020-03-26	20C	USA	WA	North America	External	ncov		Washington		
MT326146	2020-03-21	20C	USA	North America	North America	External	ncov				
MT412229	2020-04-01	20C	USA	WA	North America	External	ncov		Washington		
MT252696	2020-03-13	20C	USA	WA	North America	External	ncov		Washington		
MT259240	2020-03-16	20C	USA	WA	North America	External	ncov		Washington		
MT263407	2020-03-14	20C	USA	North America	North America	External	ncov		Connecticut		
MT252773	2020-03-11	20C	USA	WA	North America	External	ncov		Washington		
MT326030	2020-03-24	20C	USA	North America	North America	External	ncov				
MT345809	2020-03-25	20C	USA	WA	North America	External	ncov		Washington		
MT263442	2020-03-24	20C	USA	WA	North America	External	ncov		Washington		
MT293173	2020-03-30	20C	USA	WA	North America	External	ncov		Washington		
MT326059	2020-03-24	20C	USA	North America	North America	External	ncov				
MT345812	2020-03-25	20C	USA	WA	North America	External	ncov		Washington		
MT345807	2020-03-25	20C	USA	WA	North America	External	ncov		Washington		
MT412267	2020-04-08	20C	USA	North America	North America	External	ncov				
MT370991	2020-03-21	20C	USA	NY	North America	External	ncov		New York		
MT451354	2020-03-23	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT451578	2020-04-03	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT451580	2020-04-03	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT370859	2020-03-17	20C	USA	NY	North America	External	ncov		New York		
MT451078	2020-03-18	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT451641	2020-03-26	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT451351	2020-03-22	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT450979	2020-03-13	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT450937	2020-03-09	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT370881	2020-03-13	20C	USA	NY	North America	External	ncov		New York		
MA_MGH_00151	2020-03-26	20C	USA	MA	North America	Broad	ncov		Massachusetts		
MT451437	2020-03-27	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT370931	2020-03-21	20C	USA	NY	North America	External	ncov		New York		
MT451071	2020-03-18	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT370921	2020-03-20	20C	USA	NY	North America	External	ncov		New York		
MT451115	2020-03-20	20C	Australia	Oceania	Oceania	External	ncov		Victoria		
MT371018	2020-03-20	20C	USA	NY	North America	External	ncov		New York		
MT370970	2020-03-20	20C	USA	NY	North America	External	ncov		New York		
MT371015	2020-03-20	20C	USA	NY	North America	External	ncov		New York		
MT370961	2020-03-20	20C	USA	NY	North America	External	ncov		New York		
MT370941	2020-03-20	20C	USA	NY	North America	External	ncov		New York		
MT371003	2020-03-20	20C	USA	NY	North America	External	ncov		New York		
MT412189	2020-03-20	20C	USA	North America	North America	External	ncov		Michigan		
MT370889	2020-03-13	20C	USA	NY	North America	External	ncov		New York		
MT439244	2020-03-13	20C	USA	North America	North America	External	ncov		Michigan		
MT412146	2020-03-16	20C	USA	North America	North America	External	ncov		Michigan		
MT412184	2020-03-21	20C	USA	North America	North America	External	ncov		Michigan		
